"glotto";"language name";"latitude";"longitude";"comment";"Source";"author";"title";"publication";"publisher";"school";"address";"year";"edition";"entryType";"booktitle";"editor";"link";"date of entry";"link to source";"family";"Kinship";"Pronouns";"ISO";"Classification";"location";"marriage_rule"
"gund1249";"Warrnambool";"no longitude";"no latitude";"The author found free possessive pronouns for only htree person number combinations (p37). A paradigm of clitics is also used to indicate possession. Because it is complete it has been included here rather than the free forms.";"Blake, Barry. 2003. The Warrnambool Language, A consolidated account of the Aboriginal language of the Warrnambool area of the Western District of Victoria based on nineteenth-century source. 544. Canberra: Pacific Linguistics.";"Blake, Barry";" The Warrnambool Language, A consolidated account of the Aboriginal language of the Warrnambool area of the Western District of Victoria based on nineteenth-century source";2003;;;;;;;;;;;;;;;;"Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Kulin-Bunganditj > Kulin > Nuclear Kulin > Woiwurrung > gund1249";;
"duna1248";"Duna";142,50547;-5,44046;;"San Roque, Lila. 2008. An introduction to Duna grammar. PhD thesis. Australian National University.";"San Roque, Lila";" An introduction to Duna grammar";2008;;;;;;;;;;;;;;;;"duna1248: no Classification";;
"mart1256";"Yulparija";122,02575;-24,30166;;"Burridge, Kate. 1996. Yulparija. In William McGregor (ed.), Studies in Kimberley Languages in Honour of Howard Coate. pp. 15-69. Munich, Newcastle: LINCOM Europe.";"Burridge, Kate";" Yulparija";1996;;;;;;;;;;;;;;;;"Pama-Nyungan > Desert Nyungic > Wati > Martuwangkic > Warnman-Wangka > mart1256";;
"guri1247";"Gurindji";130,36509;-17,0598;;"McConvell, Patrick. 1980. Hierarchical variation in pronominal clitic attachment in the Eastern Ngumbin languages. In Rigsby, B. and P. Sutton (eds.), Papers in Australian Linguistics No 13: contributions to Australian Linguistic., Canberra: Pacific Linguistics.";"McConvell, Patrick";" Hierarchical variation in pronominal clitic attachment in the Eastern Ngumbin languages";1980;;;;;;;;;;;;;;;;"Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Ngumpin > Gurindjic > guri1247";;
"mink1237";"Minkin";"no longitude";"no latitude";"no comment";;;;;;;;;;;;;;;;;;;;"mink1237: no Classification";;
"meny1245";"Menya";146,05967;-7,16226;"The third person forms are rarely used, relative to the demonstrative pronouns introduced below. The third dual form qe, which is identical to and probably and (sic) extended use of the second dual, has never been observed in the unmarked form [i.e. the form for core arguments, without case markers attached] but is used in the emphatic forms (Whitehead 2004: 23). ";"Whitehead, Carl A. 2004. A reference grammar of Menya, and Angan language of Papua New Guinea. PhD thesis. University of Manitoba.";"Whitehead, Carl A";" A reference grammar of Menya, and Angan language of Papua New Guinea";2004;;;;;;;;;;;;;;;;"Angan > Nuclear Angan > Kapau-Menya > meny1245";;
"ngan1295";"Ngandi";134,64913;-12,84476;;"Heath, Jeffrey. 1978. Ngandi grammar, texts and dictionary. Canberra, New Jersey: Australian Institute of Aboriginal Studies";"Heath, Jeffrey";" Ngandi grammar, texts and dictionary";1978;;;;;;;;;;;;;;;;"Gunwinyguan > Gunwinyguan Bak > Eastern Gunwinyguan > ngan1295";;
"gara1269";"Garrwa";"no longitude";"no latitude";;"Mushin, Ilana. 2012. A Grammar of (Western) Garrwa. Boston, Berlin: De Gruyter Mouton";"Mushin, Ilana";" A Grammar of (Western) Garrwa";2012;;;;;;;;;;;;;;;;"Garrwan > gara1269";;
"gaga1251";"Gaagudju";132,66783;-12,53716;"The source gives no special possessive series, but it appears that the base pronouns are simply juxtaposed (p. 368, ex. 7-193). There are special prefixes for kinship possessor (p. 170). Unit augmented forms distinguish whether the augmenting unit is masculine or feminine. The feminine unit augmented form is given here, since the data presentation implies it is unmarked. For 1+2, the augmented rather than the unit augmented form is given for the plural. ";"Harvey, Mark. 2002. A Grammar of Gaagudju. Berlin, New York: Mouton de Gruyter";"Harvey, Mark";" A Grammar of Gaagudju";2002;;;;;;;;;;;;;;;;"gaga1251: no Classification";;
"sans1269";"Sanskrit";81,94101;25,38789;;"Egenes, Thomas. 2006. Introduction to Sanskrit. Part One.  Delhi: Motilal Banarsidas Publishers. ";"Egenes, Thomas";" Introduction to Sanskrit";2006;;;;;;;;;;;;;;;;"Indo-European > Indo-Iranian > Indo-Aryan > sans1269";;
"makl1246";"Maklew";139,28742;-7,74946;"p. 19";"Boelaars, J.H.M.C. 1950. The Linguistic Position of South Western New Guinea. Leiden: Brill.";"Boelaars, J";"M";"H";;;;;;;;;;;;;;;;"Bulaka River > makl1246";;
"yelm1242";"Yelmek";139,11627;-7,45365;"p. 25. There are two possessive pronouns, one modifying subjects ('Set III'), one modifying objects ('Set IV'). The second appears to be the basic set plus an object marker -i, only the first set ('Set III') are given here.";"Boelaars, J.H.M.C. 1950. The Linguistic Position of South Western New Guinea. Leiden: Brill.";"Boelaars, J";"M";"H";;;;;;;;;;;;;;;;"Bulaka River > yelm1242";;
"mala1464";"Malayalam";76,24634;10,6106;"The forms listed below are given in a phonemic transcription consistent with the International Phonetic Alphabet (IPA), with one partial exception. Specifically, note that while /r/ represents an alveolar tap/trill, as in the IPA, /ɾ/ here represents what is described as a 'voiced apico-dentialveolar tap with a distinct palatal resonance' (Asher and Kumari 1997:418). Also note, the languages possesses 3S and 3PL neuter pronouns in all case forms (Asher and Kumari 1997:258-64) which are not listed below. In addition, while there is a gender distinction between 3S masculine (Gender 1 below) and 3S feminine (Gender 2) pronouns this distinction does not exist for 3PL forms with the sole gender distinction being that between shared masculine/feminine forms and neuter forms (Asher and Kumari 1997:258-64). ";"Asher, R.E. and T.C. Kumari. 1997. Malayalam. London: Routledge. ";"Asher, R";" and T";"E";;;;;;;;;;;;;;;;"Dravidian > South Dravidian > South Dravidian I > Tamil-Kannada > Tamil-Kota > Tamil-Toda > Tamil-Irula > Tamil-Kodagu > Tamil-Malayalam > Malayalamoid > mala1464";;
"meya1236";"Meyah";133,55101;-1,11433;;"Gravelle, Gilles. 2004. The Meyah Language of Papua. Doctoral dissertation. Vrije Universiteit.";"Gravelle, Gilles";" The Meyah Language of Papua";2004;;;;;;;;;;;;;;;;"East Bird's Head > Meax > meya1236";;
"mani1235";"Manikion";133,9405;-1,4879;;"Reesink, Ger P. 2002. A Grammar Sketch of Sougb. In Ger P. Reesink (ed.), Languages of the Eastern Bird's Head (Pacific Linguistics 524). pp. 181-276. Canberra: Research School of Pacific and Asian Studies, Australian National University.";"Reesink, Ger P";" A Grammar Sketch of Sougb";2002;;;;;;;;;;;;;;;;"East Bird's Head > mani1235";;
"burm1264";"Burmeso";138,20817;-2,49202;"No 3sg or 3pl forms exist (except possessives). Dual category only exists in the 1st person.";"Donohue, Mark. 2001. Animacy, Class and Gender in Burmeso. In Andrew Pawley, Malcolm Ross and Darrell Tryon (eds.), The Boy from Bundaberg: Studies in Melanesian Linguistics in Honour of Tom Dutton (Pacific Linguistics 514). pp. 97-115. Canberra: Research School of Pacific and Asian Studies, Australian National University.";"Donohue, Mark";" Animacy, Class and Gender in Burmeso";2001;;;;;;;;;;;;;;;;"burm1264: no Classification";;
"kris1246";"I'saka";141,30389;-2,79464;"Tilde = nasalisation (which is a feature of the syllable). All pronouns have low tone.  There is an additional paradigm of unmarked pronouns that may occur in all syntactic slots that has not been provided here.  The nominative pronoun plus dative suffix may also be used as a possessive pronoun.";"Donohue, Mark and Lila San Roque. 2004. I'saka: a sketch grammar of a language of north-central New Guinea (Pacific Linguistics 554). Canberra: Research School of Pacific and Asian Studies, Australian National University.";"Donohue, Mark and Lila San Roque";" I'saka: a sketch grammar of a language of north-central New Guinea (Pacific Linguistics 554)";2004;;;;;;;;;;;;;;;;"Sko > kris1246";;
"nucl1634";"Skou";140,91072;-2,66639;"Gender 1 = non-feminine, Gender 2 = feminine. All dual non-possessive forms also make a gender distinction, the non-feminine froms are given";"Donohue, Mark. 2011. A Grammar of the Skou language of New Guinea. Unpublshed.";"Donohue, Mark";" A Grammar of the Skou language of New Guinea";2011;;;;;;;;;;;;;;;;"Sko > Skou-Serra-Piore > Nuclear Skou-Serra-Piore > nucl1634";;
"wutu1244";"Wutung";141,09749;-2,64063;"no comment";;;;;;;;;;;;;;;;;;;;"Sko > Skou-Serra-Piore > Nuclear Skou-Serra-Piore > wutu1244";;
"wara1302";"Warapu";142,0117;-3,08947;"Gender 1 = masculine, Gender 2 = feminine";"Corris, Miriam. 2005. A grammar of Barupu, a language of Papua New Guinea. PhD thesis. University of Sydney.";"Corris, Miriam";" A grammar of Barupu, a language of Papua New Guinea";2005;;;;;;;;;;;;;;;;"Sko > Skou-Serra-Piore > wara1302";;
"vani1248";"Vanimo";141,28033;-2,70331;;"Ross, Malcolm. 1980. Some Elements of Vanimo, A New Guinea Tone Language. In Papers in New Guinea Linguistics 20 (Pacific Linguistics: Series A 56). pp. 77-110. Canberra: Research School of Pacific and Asian Studies, Australian National University.";"Ross, Malcolm";" Some Elements of Vanimo, A New Guinea Tone Language";1980;;;;;;;;;;;;;;;;"Sko > Skou-Serra-Piore > Nuclear Skou-Serra-Piore > vani1248";;
"buki1249";"Bukiyip";143,12949;-3,47566;"Possessives are followed by a noun-class sufix";"Conrad, Robert J. and Kepas Wogiga. 1991. An outline of Bukiyip grammar (Pacific linguistics : Series C, Books 113). Canberra: Australian National University.";"Conrad, Robert J";1991;" and Kepas Wogiga";;;;;;;;;;;;;;;;"Nuclear Torricelli > Kombio-Arapesh-Urat > Arapesh > Mufian-Bukiyip-Abu > Bukiyip-Abu > buki1249";;
"mufi1238";"Mufian";142,94869;-3,58004;"Possessives are followed by a noun-class suffix.";"Conrad, Robert J., Joshua Lukas & John Alungum. 1978. Some Muhiang grammatical notes. In Richard Loving (ed.), Miscellaneous papers on Dobu and Arapesh (Workpapers in Papua New Guinea Languages 25). pp. 89-130. Ukarumpa: Summer Institute of Linguistics.";"Conrad, Robert J";1978;", Joshua Lukas & John Alungum";;;;;;;;;;;;;;;;"Nuclear Torricelli > Kombio-Arapesh-Urat > Arapesh > Mufian-Bukiyip-Abu > mufi1238";;
"komb1272";"Kombio";142,72135;-3,49538;;"Henry, Joan. 1992. Kombio Grammar Essentials. Manuscript.";"Henry, Joan";" Kombio Grammar Essentials";1992;;;;;;;;;;;;;;;;"Nuclear Torricelli > Kombio-Arapesh-Urat > Kombio-Yambes > Kombioic > komb1272";;
"kama1367";"Kamasau";143,84655;-3,85098;;"Sanders, Joy & Arden G. Sanders. 1996. Wand Tuan wand puate: Yumbo yumbo buagi raqe wund (As tok bilong Tok Ples Wand Tuan: Kamasau practical tri-glot dictionary). Ukarumpa: Summer Institute of Linguistics. ";"Sanders, Joy & Arden G";1996;" Sanders";;;;;;;;;;;;;;;;"Nuclear Torricelli > Marienberg > Elepi-Kamasau-Marienberg > kama1367";;
"auuu1241";"Au";142,13232;-3,58729;"Possesive pronouns start with a consonant which agrees with the number and gender of the possessum. I've just given the stem. The consonants are:  k- masc/neut.sg p- fem.sg t- masc.dl n- masc/fem.pl m- neut.pl";"Scorza, David. 1985. A sketch of Au morphology and syntax. In Papers in New Guinea Linguistics 22 (Pacific Linguistics: Series A 63). pp. 215-273. Canberra: Pacific Linguistics.";"Scorza, David";" A sketch of Au morphology and syntax";1985;;;;;;;;;;;;;;;;"Nuclear Torricelli > Au-Olo-Elkei > auuu1241";;
"urim1252";"Urim";142,64126;-3,59921;;"Hemmilä, Ritva and Pirkko Luoma. 1987. Urim grammar. Manuscript.";"Hemmilä, Ritva and Pirkko Luoma";" Urim grammar";1987;;;;;;;;;;;;;;;;"Nuclear Torricelli > urim1252";;
"naas1242";"Naasioi";155,59643;-6,34808;;"Onishi, Masayuki. 2004. Papuan languages of South Bougainville: Present and Future. In Shibata Norio & Toru Shionoya (eds.), Kan minami Taiheiyoo no gengo 3 [Languages of the South Pacific Rim 3] (ELPR Publications Series A1-008). pp. 119-134. Suita: Faculty of Informatics, Osaka Gakuin University.";"Onishi, Masayuki";" Papuan languages of South Bougainville: Present and Future";2004;;;;;;;;;;;;;;;;"South Bougainville > Nasioi > naas1242";;
"koro1313";"Koromira";155,80563;-6,44635;"Taken from Rausch, but informed by Onishi (2004). (i.e. 3rd person forms dropped, possessives are bound forms (Rausch has kana where I have a hyphen). Also Rausch missed the glottal stops in Naasioi, so it's likely he's missed them here as well.";"Rausch, P. J. 1912. Die Sprachen von Südost-Bougainville. Deutsche Salomoninseln. Anthropos VII. pp. 105-pp. 134, pp. 585-616, pp. 964-994.";"Rausch, P";1912;" J";;;;;;;;;;;;;;;;"South Bougainville > Nasioi > koro1313";;
"tere1278";"Terei";155,61653;-6,72502;"Demonstratives are used with the function of third person pronouns. Unfortunately, the forms are not provided in the source.";"Onishi, Masayuki. 2004. Papuan languages of South Bougainville: Present and Future. In Shibata Norio & Toru Shionoya (eds.), Kan minami Taiheiyoo no gengo 3 [Languages of the South Pacific Rim 3] (ELPR Publications Series A1-008). pp. 119-134. Suita: Faculty of Informatics, Osaka Gakuin University.";"Onishi, Masayuki";" Papuan languages of South Bougainville: Present and Future";2004;;;;;;;;;;;;;;;;"South Bougainville > Buin > tere1278";;
"siwa1245";"Siwai";155,41652;-6,61134;;"Onishi, Masayuki. 2004. Papuan languages of South Bougainville: Present and Future. In Shibata Norio & Toru Shionoya (eds.), Kan minami Taiheiyoo no gengo 3 [Languages of the South Pacific Rim 3] (ELPR Publications Series A1-008). pp. 119-134. Suita: Faculty of Informatics, Osaka Gakuin University.";"Onishi, Masayuki";" Papuan languages of South Bougainville: Present and Future";2004;;;;;;;;;;;;;;;;"South Bougainville > Buin > siwa1245";;
"sibe1248";"Sibe";155,40023;-6,42826;;"Onishi, Masayuki. 2004. Papuan languages of South Bougainville: Present and Future. In Shibata Norio & Toru Shionoya (eds.), Kan minami Taiheiyoo no gengo 3 [Languages of the South Pacific Rim 3] (ELPR Publications Series A1-008). pp. 119-134. Suita: Faculty of Informatics, Osaka Gakuin University.";"Onishi, Masayuki";" Papuan languages of South Bougainville: Present and Future";2004;;;;;;;;;;;;;;;;"South Bougainville > Nasioi > sibe1248";;
"stan1293";"English";-4,54497;54,22367;;"Evans pc (for the moment – check Pym & Larrimore 1979 later)";"Evans pc (for the moment – check Pym & Larrimore 1979 later)";"missing";"missing";;;;;;;;;;;;;;;;"Indo-European > Germanic > Northwest Germanic > West Germanic > North Sea Germanic > Anglo-Frisian > Anglian > Mercian > Macro-English > stan1293";;
"rapo1238";"Rapoisi";154,82572;-5,8144;;"Müller, Adam. 1954. Grammar and Vocabulary of the Konua Language (Micro-Bibliotheca Anthropos 12). Fribourg: Posieux.";"Müller, Adam";" Grammar and Vocabulary of the Konua Language (Micro-Bibliotheca Anthropos 12)";1954;;;;;;;;;;;;;;;;"North Bougainville > rapo1238";;
"roto1249";"Rotokas";155,10199;-5,94739;;"Firchow, Irwin B. 1987. Form and Function of Rotokas Words. Language and Linguistics in Melanesia. 15. pp. 5-111. ";"Firchow, Irwin B";" Form and Function of Rotokas Words";1987;;;;;;;;;;;;;;;;"North Bougainville > Rotokas-Askopan > roto1249";;
"abau1245";"Abau";141,21111;-4,05804;;"Lock, Arnold. 2011. Abau grammar (Data Papers on Papua New Guinea Languages 57). Papua New Guinea: SIL-PNG Academic Publications.";"Lock, Arnold";" Abau grammar (Data Papers on Papua New Guinea Languages 57)";2011;;;;;;;;;;;;;;;;"Sepik > abau1245";;
"sepi1255";"Sepik Iwam";142,12866;-4,29989;"Only the roots are given in the article, but suffixes /a/ 'subject' and /ir/ 'oblique' (oblique includes possessive) are stated as existing and a search through the text shows the 'unexpeced forms' like sir (rather than siyir).  The 3dl forms aren't attested in the text and involve vowel sequences (to which strange things happen)";"Conrad, Robert J. 1993. Pronoun Systems in Sepik Iwam Oral Narratives. Language and Linguistics in Melanesia 24. pp. 19-38.";"Conrad, Robert J";" Pronoun Systems in Sepik Iwam Oral Narratives";1993;;;;;;;;;;;;;;;;"Sepik > Iwam-Wogamus > Iwamic > sepi1255";;
"mend1268";"Mende";142,55043;-3,67539;"2nd person masculine forms given (feminine forms also exist)";"Hoel, Hanna Marie, Tarja Ikäheimonen & Michiyo Nozawa. 1994. Mende Grammar Essentials. Ukarumpa, Papua New Guinea: Unpublished Typescript, The Summer Institute of Linguistics.";"Hoel, Hanna Marie, Tarja Ikäheimonen & Michiyo Nozawa";" Mende Grammar Essentials";1994;;;;;;;;;;;;;;;;"Sepik > Nukuma > Kwanga-Mende > mend1268";;
"kwom1262";"Kwoma";142,68755;-4,10885;"Kooyers gives long and short forms for the pronouns, with no statement on when to use either. I've put in the long forms. Because, they're listed first. And I can't find any examples of the short possessive forms.  Kooyers also gives two forms of the object suffix for pronouns -na and -n. I've arbitraily chosen the form -na on the assumption that the latter can be derived from the former, but not visa-versa.  Masculine 2nd person forms entered.";"Kooyers, Orneal. 1974. Washkuk grammar sketch. In Richard Loving (ed.), Grammatical studies in three languages of Papua New Guinea (Workpapers in Papua New Guinea Languages 6). pp. 5-74. Ukarumpa: Summer Institute of Linguistics.";"Kooyers, Orneal";" Washkuk grammar sketch";1974;;;;;;;;;;;;;;;;"Sepik > Nukuma > kwom1262";;
"awtu1239";"Awtuw";141,97808;-3,59489;;"Feldman, Harry. 1986. A Grammar of Awtuw (Pacific Linguistics: Series B 94). Canberra: Research School of Pacific and Asian Studies, Australian National University.";"Feldman, Harry";" A Grammar of Awtuw (Pacific Linguistics: Series B 94)";1986;;;;;;;;;;;;;;;;"Sepik > Ram > awtu1239";;
"kapr1245";"Kapriman";143,2259;-4,5299;"It looks like the possessive pronouns have to have a suffix indicating the number of the possessum.";"Sumbuk, Kenneth Memson. 1999. Morphosyntax of Sare. PhD thesis. University of Waikato.";"Sumbuk, Kenneth Memson";" Morphosyntax of Sare";1999;;;;;;;;;;;;;;;;"Sepik > Sepik Hill > Central Sepik Hill > Nuclear Central Sepik Hill > Kapriman-Watakataui > kapr1245";;
"alam1246";"Alamblak";143,30127;-4,65709;;"Bruce, Les. 1984. The Alamblak Language of Papua New Guinea (East Sepik) (Pacific Linguistics: Series C 81). Canberra: Research School of Pacific and Asian Studies, Australian National University.";"Bruce, Les";" The Alamblak Language of Papua New Guinea (East Sepik) (Pacific Linguistics: Series C 81)";1984;;;;;;;;;;;;;;;;"Sepik > Sepik Hill > Eastern Sepik Hill > alam1246";;
"hewa1241";"Hewa";142,54612;-5,05177;"Non-singular possessive froms not given. The apostrophe (') indicates stress (not a glottal stop)";"Cochran, Anne. 1968. Notes on Yoliapi. Kivung 1.3. pp. 134-145.";"Cochran, Anne";" Notes on Yoliapi";1968;;;;;;;;;;;;;;;;"Sepik > Sepik Hill > Western Sepik Hill > Hewa-Paka > hewa1241";;
"yess1239";"Yessan-Mayo";142,57049;-4,13397;;"Foreman, Velma M. 1974. Grammar of Yessan-Mayo (Language Data: Asian-Pacific Series 4). Santa Ana: Summer Institute of Linguistics.";"Foreman, Velma M";" Grammar of Yessan-Mayo (Language Data: Asian-Pacific Series 4)";1974;;;;;;;;;;;;;;;;"Sepik > Sepik Tama > Mayo-Pasi > yess1239";;
"mehe1243";"Mehek";142,50091;-3,70462;"Can't determine possessive forms. All other languages of the family have dual, so it's surprising this one doesn't, could be a lack of data.";"Paulon, Samuel, Joel Kakukra, Mark Donohue and Lila San Roque. 2002. Mehe'ek First Dictionary. Literacy Office, Department of Education, Sandaun Province and Department of Linguistics, University of Sydney.";"Paulon, Samuel, Joel Kakukra, Mark Donohue and Lila San Roque";" Mehe'ek First Dictionary";2002;;;;;;;;;;;;;;;;"Sepik > Sepik Tama > Mehek-Pahi > mehe1243";;
"nami1256";"Namia";141,76612;-3,85759;;"Feldpausch, Thomas and Becky Feldpausch. 1992. Namia grammar essentials. In John R. Roberts (ed.), Namia and Amanab grammar essentials (Data Papers on Papua New Guinea Languages 39), pp. 1-97. Ukarumpa: Summer Institute of Linguistics. ";"Feldpausch, Thomas and Becky Feldpausch";" Namia grammar essentials";1992;;;;;;;;;;;;;;;;"Sepik > Yellow River > nami1256";;
"yaha1248";"Yahadian";132,10154;-1,94433;;"de Vries, Lourens. 2004. A short grammar of Inanwatan, an endangered language of the Bird’s Head of Papua, Indonesia. 560. Canberra: Pacific Linguistics.";"de Vries, Lourens";" A short grammar of Inanwatan, an endangered language of the Bird’s Head of Papua, Indonesia";2004;;;;;;;;;;;;;;;;"Konda-Yahadian > yaha1248";;
"pura1253";"Puragi";132,30364;-2,03127;;"de Vries, Lourens. 2004. A short grammar of Inanwatan, an endangered language of the Bird’s Head of Papua, Indonesia. 560. Canberra: Pacific Linguistics.";"de Vries, Lourens";" A short grammar of Inanwatan, an endangered language of the Bird’s Head of Papua, Indonesia";2004;;;;;;;;;;;;;;;;"South Bird's Head Family > pura1253";;
"koko1265";"Kokoda";132,45308;-2,13734;"Non-singular possessives not given. Possibly the same as the free pronouns.";"de Vries, Lourens. 2004. A short grammar of Inanwatan, an endangered language of the Bird’s Head of Papua, Indonesia. 560. Canberra: Pacific Linguistics.";"de Vries, Lourens";" A short grammar of Inanwatan, an endangered language of the Bird’s Head of Papua, Indonesia";2004;;;;;;;;;;;;;;;;"South Bird's Head Family > East South Bird's Head > koko1265";;
"hata1243";"Mansim";134,01658;-1,14624;;"Reesink, Ger P. 2002. A Grammar Sketch of Sougb. In Ger P. Reesink (ed.), Languages of the Eastern Bird's Head (Pacific Linguistics 524). pp. 181-276. Canberra: Research School of Pacific and Asian Studies, Australian National University.";"Reesink, Ger P";" A Grammar Sketch of Sougb";2002;;;;;;;;;;;;;;;;"Hatam-Mansim > hata1243";;
"hata1243";"Hatam";134,01658;-1,14624;;"Reesink, Ger P. 1999. A Grammar of Hatam: Bird's Head Peninsula Irian Jaya (Pacific Linguistics: Series C 146). Canberra: Research School of Pacific and Asian Studies, Australian National University.";"Reesink, Ger P";" A Grammar of Hatam: Bird's Head Peninsula Irian Jaya (Pacific Linguistics: Series C 146)";1999;;;;;;;;;;;;;;;;"Hatam-Mansim > hata1243";;
"toar1246";"Toaripi";146,27052;-8,0654;;"Brown, Herbert A. 1972. The Elema languages: A comparative study of the Toaripi, Orokolo and their related dialects. PhD thesis. University of London.";"Brown, Herbert A";" The Elema languages: A comparative study of the Toaripi, Orokolo and their related dialects";1972;;;;;;;;;;;;;;;;"Eleman > Eastern Eleman > toar1246";;
"orok1267";"Orokolo";145,31485;-7,81555;"The Orokolo dual subject forms show an extraordinary diversity, the second and third person having no less than five variants.";"Brown, Herbert A. 1972. The Elema languages: A comparative study of the Toaripi, Orokolo and their related dialects. PhD thesis. University of London.";"Brown, Herbert A";" The Elema languages: A comparative study of the Toaripi, Orokolo and their related dialects";1972;;;;;;;;;;;;;;;;"Eleman > Western Eleman > orok1267";;
"fuyu1242";"Fuyug";147,26173;-8,65564;"The genetive clitic  =l has a variant form =le, which is often used after the third person pronoun";"Bradshaw, Robert. 2007. Fuyug grammar sketch (Data Papers on Papua New Guinea Languages 53). Ukarumpa, Papua New Guinea: SIL-PNG Academic Publications.";"Bradshaw, Robert";" Fuyug grammar sketch (Data Papers on Papua New Guinea Languages 53)";2007;;;;;;;;;;;;;;;;"Goilalan > fuyu1242";;
"bian1252";"Biangai";146,76645;-7,33476;"Free pronouns can't be used for object.";"Dubert, Raymond and Marjorie Dubert. 1978. Biangai lower levels of grammar. Manuscript.";"Dubert, Raymond and Marjorie Dubert";" Biangai lower levels of grammar";1978;;;;;;;;;;;;;;;;"Goilalan > bian1252";;
"kuni1267";"Kunimaipa";146,89583;-8,08784;;"Geary, Elaine. 1977. Kunimaipa grammar: Morphophonemics to discourse (Workpapers in Papua New Guinea Languages 23). Ukarumpa: Summer Institute of Linguistics.";"Geary, Elaine";" Kunimaipa grammar: Morphophonemics to discourse (Workpapers in Papua New Guinea Languages 23)";1977;;;;;;;;;;;;;;;;"Goilalan > kuni1267";;
"kaki1249";"Kaki Ae";145,82536;-7,99676;;"Clifton, John M. 1997. The Kaki Ae Language. In Stephen A. Wurm (ed.), Materials on languages in danger of disappearing in the Asia-Pacific Region No 1: some endangered Languages of Papua New Guinea: Kaki Ae, Musom, and Aribwatsa (Pacific Linguistics: Series D 89). pp. 3-66. Canberra: Research School of Pacific and Asian Studies, Australian National University.";"Clifton, John M";" The Kaki Ae Language";1997;;;;;;;;;;;;;;;;"kaki1249: no Classification";;
"kamu1260";"Kamula";142,51531;-7,25762;"The 1sg forms is transcribed /na:/ in the source where : is length.";"Routamaa, Judy. 1994. Kamula grammar essentials. Ms.";"Routamaa, Judy";" Kamula grammar essentials";1994;;;;;;;;;;;;;;;;"Kamula-Elevala > kamu1260";;
"nort2930";"Kiwai, Northeast";144,66444;-7,41809;;"Brown, Janessa L. 2009. A brief sketch of Urama grammar with special consideration of particles marking agency, aspect and modality. MA thesis. University of Calgary.";"Brown, Janessa L";" A brief sketch of Urama grammar with special consideration of particles marking agency, aspect and modality";2009;;;;;;;;;;;;;;;;"Kiwaian > nort2930";;
"sout2949";"Kiwai, Southern";143,26985;-8,63213;"The 2sg objective has irregularly lost the initial /r/ (except in one dialect, Mawata). The non-singular forms are the same, it's only the singulars that change.   There's some stuff I find surprising here, but (equally as surprising) I can't fault the source too much, what he describes also is attested in provided texts!";"Ray, Sidney H. 1907. A Grammar of the Kiwai Language, with Notes on the Mawata Dialect. In Sidney H. Ray (ed.), Linguistics (Reports of the Cambridge Anthropological Expedition to Torres Straits III). pp. 302-319. Cambridge: Cambridge University Press.";"Ray, Sidney H";" A Grammar of the Kiwai Language, with Notes on the Mawata Dialect";1907;;;;;;;;;;;;;;;;"Kiwaian > sout2949";;
"koit1244";"Koitabu";147,0929;-9,34933;;"Dutton, Tom E. 1975. A Koita grammar sketch and vocabulary. In Tom E. Dutton (ed.), Studies in languages of Central and South-East Papua (Pacific Linguistics: Series C 29). pp. 281-412. Canberra: Research School of Pacific and Asian Studies, Australian National University.";"Dutton, Tom E";" A Koita grammar sketch and vocabulary";1975;;;;;;;;;;;;;;;;"Koiarian > Koiaric > Koita-Koiari > koit1244";;
"wipi1242";"Wipim";143,03698;-8,78708;;"Dondorp, Anne & Jae-Wook Shim. 1997. Wipi grammar essentials. 2013 version formatted for online publishing by Ruth Wester. ";"Dondorp, Anne & Jae-Wook Shim";" Wipi grammar essentials";1997;;;;;;;;;;;;;;;;"Eastern Trans-Fly > wipi1242";;
"meri1244";"Meriam";144,05763;-9,91044;;"Piper, Nick. 1989. A sketch grammar of Meryam Mir. MA thesis. Australian National University. ";"Piper, Nick";" A sketch grammar of Meryam Mir";1989;;;;;;;;;;;;;;;;"Eastern Trans-Fly > meri1244";;
"kala1397";"Kalam";144,58003;-5,26595;"Here and for all other possessive cells, the choice of possessive pronoun depends on the grammatical relation of the head noun: if modifying a subject noun it takes the subject form, if modifying an object noun it takes the object form.";"Pawley, A., S.P. Gi, I. Majnep and J. Kias. 2000. Hunger acts on me: the grammar and semantics of bodily and mental process expressions in Kalam. In Videa de Guzman and Byron Bender (eds.), Grammatical Analysis: Morphology, Syntax and Semantics. Studies in Honor of Stanley Starosta. pp. 153-85. Honoloulu: University of Hawaii Press. ";"Pawley, A";"P";", S";;;;;;;;;;;;;;;;"Nuclear Trans New Guinea > Madang > Kalamic-South Adelbert > Kalam-Kobon > Etp-Ti Kalam > kala1397";;
"taki1248";"Takia";145,98426;-4,71195;;"Lynch, J., M. Ross and T. Crowley. 2002. The Oceanic Languages. London: Routledge.";"Lynch, J";" Ross and T";", M";;;;;;;;;;;;;;;;"Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Ngero-Vitiaz linkage > Vitiaz linkage > Bel-Roinji-Nenaya > Bel > Western Bel > taki1248";;
